"assessment_date","country","iso3","region","population","growth_rate","relative_incidence","net_increases","epi_classification","growth_rate_lower","growth_rate_upper","tpr_recent","tpr_before","tpr_change","tpr_last_date_recent","tpr_last_date_before","vac_oneplus_dose_per_100","vac_full_per_100","vaccinations_date"
"2022-01-31","Algeria","DZA","AFRO",43851044,0.104,"142.1%",7,"Very High",0.102,0.107,,,,,,16.5,13.2,"2022-01-09"
"2022-01-31","Angola","AGO","AFRO",32866272,-0.045,"22.0%",0,"Minimal",-0.049,-0.042,,,,,,29.6,14.4,"2022-01-28"
"2022-01-31","Benin","BEN","AFRO",12123200,-0.05,"2.5%",0,"Minimal",-0.061,-0.039,"5.4%","10.5%","decreasing","2022-01-23","2022-01-16",16.8,13.4,"2022-01-18"
"2022-01-31","Botswana","BWA","AFRO",2351627,0.047,"39.1%",0,"Low",0.045,0.049,,,,,,,,
"2022-01-31","Burkina Faso","BFA","AFRO",20903273,-0.156,"7.8%",0,"Minimal",-0.165,-0.147,,,,,,5.6,3.7,"2022-01-13"
"2022-01-31","Burundi","BDI","AFRO",11890784,-0.101,"7.8%",0,"Minimal",-0.108,-0.094,"2.8%","2.1%","increasing","2022-01-30","2022-01-23",0.1,0.1,"2022-01-13"
"2022-01-31","Cabo Verde","CPV","AFRO",555987,-0.156,"9.5%",0,"Minimal",-0.161,-0.152,"7.8%","15.6%","decreasing","2022-01-30","2022-01-23",57.8,48.2,"2022-01-14"
"2022-01-31","Cameroon","CMR","AFRO",26545863,0.086,"0.0%",0,"Medium",0.081,0.091,,,,,,3.2,2.5,"2022-01-09"
"2022-01-31","Central African Republic","CAF","AFRO",4829767,-0.02,"8.2%",0,"Minimal",-0.029,-0.011,,,,,,11,10.5,"2022-01-21"
"2022-01-31","Chad","TCD","AFRO",16425864,-0.041,"31.2%",0,"Minimal",-0.052,-0.03,,,,,,1.6,0.7,"2022-01-16"
"2022-01-31","Comoros","COM","AFRO",869601,-0.137,"2.2%",0,"Minimal",-0.159,-0.115,"16.1%","56.7%","decreasing","2022-01-16","2022-01-09",39.2,29.5,"2022-01-27"
"2022-01-31","Congo","COG","AFRO",5518087,-0.062,"15.3%",0,"Minimal",-0.069,-0.054,"7.2%","10.8%","decreasing","2022-01-30","2022-01-23",11.3,10.6,"2021-12-28"
"2022-01-31","Côte d'Ivoire","CIV","AFRO",26378274,-0.102,"10.7%",0,"Minimal",-0.107,-0.097,"26.8%","7.1%","increasing","2022-01-23","2022-01-16",19.7,9,"2022-01-27"
"2022-01-31","Democratic Republic of the Congo","COD","AFRO",89561403,-0.058,"10.3%",0,"Minimal",-0.063,-0.053,,,,,,0.4,0.2,"2022-01-27"
"2022-01-31","Equatorial Guinea","GNQ","AFRO",1402985,-0.137,"8.7%",0,"Minimal",-0.146,-0.128,,,,,,17.9,14.6,"2022-01-18"
"2022-01-31","Eritrea","ERI","AFRO",3546421,-0.038,"47.3%",0,"Minimal",-0.047,-0.028,,,,,,,,
"2022-01-31","Eswatini","SWZ","AFRO",1160164,-0.073,"3.1%",2,"Minimal",-0.083,-0.063,,,,,,31.6,28.5,"2022-01-25"
"2022-01-31","Ethiopia","ETH","AFRO",114963588,-0.084,"11.0%",0,"Minimal",-0.086,-0.081,"58.8%","8.0%","increasing","2021-12-19","2021-12-12",8.2,1.4,"2022-01-24"
"2022-01-31","Gabon","GAB","AFRO",2225734,-0.1,"21.4%",0,"Minimal",-0.106,-0.094,"7.6%","7.8%","constant","2022-01-30","2022-01-23",12.8,10.5,"2022-01-22"
"2022-01-31","Gambia","GMB","AFRO",2416668,-0.124,"0.0%",0,"Minimal",-0.138,-0.111,,,,,,13.2,12.6,"2022-01-21"
"2022-01-31","Ghana","GHA","AFRO",31072940,-0.079,"15.9%",0,"Minimal",-0.083,-0.075,,,,,,22.1,10.1,"2022-01-17"
"2022-01-31","Guinea","GIN","AFRO",13132795,-0.118,"14.0%",0,"Minimal",-0.125,-0.11,"13.8%","20.0%","decreasing","2022-01-30","2022-01-23",26.3,14.2,"2022-01-24"
"2022-01-31","Guinea-Bissau","GNB","AFRO",1968001,0.013,"44.5%",0,"Low",0.003,0.024,"27.2%","16.7%","increasing","2022-01-30","2022-01-23",20.1,,"2022-01-28"
"2022-01-31","Kenya","KEN","AFRO",53771296,-0.117,"7.9%",0,"Minimal",-0.121,-0.114,"3.1%","13.1%","decreasing","2022-01-30","2022-01-23",12,10,"2022-01-29"
"2022-01-31","Lesotho","LSO","AFRO",2142249,-0.21,"2.2%",0,"Minimal",-0.22,-0.2,"2.6%","6.7%","decreasing","2022-01-30","2022-01-23",,,
"2022-01-31","Liberia","LBR","AFRO",5057681,-0.09,"4.1%",0,"Minimal",-0.108,-0.073,,,,,,20.1,19.5,"2021-12-31"
"2022-01-31","Madagascar","MDG","AFRO",27691018,-0.061,"30.1%",0,"Minimal",-0.066,-0.056,,,,,,3,2.8,"2022-01-05"
"2022-01-31","Malawi","MWI","AFRO",19129952,-0.101,"11.8%",0,"Minimal",-0.105,-0.096,,,,,,7.9,4.2,"2022-01-27"
"2022-01-31","Mali","MLI","AFRO",20250833,-0.115,"13.6%",0,"Minimal",-0.12,-0.11,"5.0%","11.1%","decreasing","2022-01-30","2022-01-23",5,3.1,"2022-01-21"
"2022-01-31","Mauritania","MRT","AFRO",4649658,-0.102,"13.0%",0,"Minimal",-0.105,-0.099,,,,,,31.5,21,"2022-01-24"
"2022-01-31","Mauritius","MUS","AFRO",1271768,0.002,"5.0%",0,"Minimal",-0.006,0.01,"73.8%","47.0%","increasing","2021-11-07","2021-10-31",74.5,71.5,"2021-12-28"
"2022-01-31","Mayotte","MYT","AFRO",272815,-0.163,"6.5%",0,"Minimal",-0.167,-0.159,,,,,,,,
"2022-01-31","Mozambique","MOZ","AFRO",31255435,-0.134,"6.5%",0,"Minimal",-0.137,-0.131,,,,,,34.4,28.9,"2022-01-28"
"2022-01-31","Namibia","NAM","AFRO",2540905,-0.076,"6.7%",0,"Minimal",-0.081,-0.071,"16.0%","20.5%","decreasing","2022-01-23","2022-01-16",16.5,14,"2022-01-26"
"2022-01-31","Niger","NER","AFRO",24206644,-0.143,"15.9%",0,"Minimal",-0.155,-0.131,"3.8%","11.6%","decreasing","2022-01-30","2022-01-23",5.9,4.2,"2022-01-10"
"2022-01-31","Nigeria","NGA","AFRO",206139589,-0.101,"7.7%",0,"Minimal",-0.106,-0.097,,,,,,6.8,2.5,"2022-01-23"
"2022-01-31","Réunion","REU","AFRO",895312,0.079,"149.4%",0,"Very High",0.078,0.08,,,,,,,,
"2022-01-31","Rwanda","RWA","AFRO",12952218,-0.086,"14.3%",0,"Minimal",-0.09,-0.083,"1.2%","3.2%","decreasing","2022-01-30","2022-01-23",65.7,53.7,"2022-01-27"
"2022-01-31","Saint Helena","SHN","AFRO",6071,,,,,,,,,,,,71.8,58.2,"2021-05-05"
"2022-01-31","Sao Tome and Principe","STP","AFRO",219159,-0.16,"6.5%",0,"Minimal",-0.17,-0.15,,,,,,40.6,28,"2022-01-17"
"2022-01-31","Senegal","SEN","AFRO",16743927,-0.092,"14.0%",0,"Minimal",-0.097,-0.088,"8.0%","14.2%","decreasing","2022-01-30","2022-01-23",7.9,5.8,"2022-01-06"
"2022-01-31","Seychelles","SYC","AFRO",98347,-0.037,"63.6%",0,"Minimal",-0.04,-0.033,,,,,,84.8,79.9,"2022-01-18"
"2022-01-31","Sierra Leone","SLE","AFRO",7976983,0.012,"7.4%",0,"Minimal",-0.009,0.032,"2.3%","12.8%","decreasing","2022-01-30","2022-01-23",14.4,8.7,"2022-01-26"
