"assessment_date","country","iso3","region","population","growth_rate","relative_incidence","net_increases","epi_classification","growth_rate_lower","growth_rate_upper","tpr_recent","tpr_before","tpr_change","tpr_last_date_recent","tpr_last_date_before","vac_oneplus_dose_per_100","vac_full_per_100","vaccinations_date"
"2022-01-10","Algeria","DZA","AFRO",43851044,0.029,"27.3%",0,"Low",0.026,0.033,,,,,,16.1,12.8,"2021-12-21"
"2022-01-10","Angola","AGO","AFRO",32866272,0.033,"52.4%",0,"Medium",0.031,0.036,"5.4%","6.8%","constant","2021-11-28","2021-11-21",24.9,12.7,"2022-01-08"
"2022-01-10","Benin","BEN","AFRO",12123200,0.136,"10.2%",1,"Medium",0.12,0.152,"0.1%","0.5%","decreasing","2021-12-19","2021-12-12",15,11.7,"2022-01-03"
"2022-01-10","Botswana","BWA","AFRO",2351627,0.014,"65.1%",1,"Low",0.012,0.016,,,,,,49.8,44,"2022-01-06"
"2022-01-10","Burkina Faso","BFA","AFRO",20903273,0.112,"143.2%",2,"Very High",0.106,0.119,,,,,,5.3,3.5,"2022-01-04"
"2022-01-10","Burundi","BDI","AFRO",11890784,0.023,"89.4%",0,"High",0.02,0.026,"4.6%","5.7%","decreasing","2022-01-09","2022-01-02",0,0,"2021-12-30"
"2022-01-10","Cabo Verde","CPV","AFRO",555987,0.165,"214.1%",0,"Very High",0.161,0.169,"45.8%","23.1%","increasing","2022-01-09","2022-01-02",57.1,46.9,"2022-01-07"
"2022-01-10","Cameroon","CMR","AFRO",26545863,0.035,"13.6%",1,"Low",0.028,0.042,,,,,,3.2,2.5,"2022-01-09"
"2022-01-10","Central African Republic","CAF","AFRO",4829767,0.033,"7.2%",1,"Minimal",0.019,0.048,"3.8%","24.2%","decreasing","2022-01-02","2021-12-26",10.5,7.2,"2022-01-06"
"2022-01-10","Chad","TCD","AFRO",16425864,0.086,"0.0%",0,"Medium",0.07,0.102,"0.6%","0.9%","constant","2021-10-17","2021-10-10",1.7,0.5,"2021-12-15"
"2022-01-10","Comoros","COM","AFRO",869601,-0.003,"66.3%",0,"Low",-0.009,0.003,,,,,,38.6,28.3,"2021-12-31"
"2022-01-10","Congo","COG","AFRO",5518087,0.036,"31.7%",0,"Low",0.03,0.043,"23.0%","24.8%","constant","2022-01-09","2022-01-02",13.3,10.2,"2021-12-15"
"2022-01-10","Côte d'Ivoire","CIV","AFRO",26378274,0.05,"48.9%",0,"Medium",0.047,0.053,"29.3%","11.4%","increasing","2022-01-02","2021-12-26",18.8,8.2,"2021-12-31"
"2022-01-10","Democratic Republic of the Congo","COD","AFRO",89561403,-0.034,"56.2%",0,"Minimal",-0.037,-0.032,,,,,,0.3,0.1,"2022-01-05"
"2022-01-10","Equatorial Guinea","GNQ","AFRO",1402985,0.338,"28.0%",2,"Medium",0.314,0.363,,,,,,17.8,14.5,"2021-12-22"
"2022-01-10","Eritrea","ERI","AFRO",3546421,0.065,"47.4%",3,"Very High",0.051,0.08,,,,,,,,
"2022-01-10","Eswatini","SWZ","AFRO",1160164,-0.103,"13.0%",0,"Minimal",-0.107,-0.099,,,,,,29.4,26.8,"2022-01-08"
"2022-01-10","Ethiopia","ETH","AFRO",114963588,0.011,"64.9%",0,"Low",0.01,0.012,"40.4%","25.9%","increasing","2022-01-02","2021-12-26",8.1,1.4,"2022-01-07"
"2022-01-10","Gabon","GAB","AFRO",2225734,0.053,"57.0%",1,"Medium",0.048,0.057,,,,,,17.7,7.8,"2021-12-15"
"2022-01-10","Gambia","GMB","AFRO",2416668,0.175,"64.6%",2,"High",0.159,0.191,"5.0%","2.0%","increasing","2022-01-02","2021-12-26",10.3,9.8,"2021-12-28"
"2022-01-10","Ghana","GHA","AFRO",31072940,0.019,"56.9%",0,"Low",0.016,0.021,,,,,,20.2,8.3,"2022-01-06"
"2022-01-10","Guinea","GIN","AFRO",13132795,0.11,"119.9%",0,"Very High",0.104,0.117,"34.1%","19.4%","increasing","2022-01-09","2022-01-02",18.7,9.8,"2022-01-05"
"2022-01-10","Guinea-Bissau","GNB","AFRO",1968001,0.294,"39.8%",5,"High",0.256,0.335,"27.0%","2.5%","increasing","2022-01-09","2022-01-02",19.9,1.2,"2022-01-07"
"2022-01-10","Kenya","KEN","AFRO",53771296,-0.017,"61.7%",0,"Low",-0.019,-0.016,"34.1%","31.5%","increasing","2022-01-02","2021-12-26",13.3,8.3,"2022-01-09"
"2022-01-10","Lesotho","LSO","AFRO",2142249,-0.044,"15.7%",0,"Minimal",-0.048,-0.04,"15.6%","8.3%","increasing","2022-01-09","2022-01-02",30.3,29.9,"2021-12-16"
"2022-01-10","Liberia","LBR","AFRO",5057681,0.049,"39.8%",0,"Low",0.039,0.06,,,,,,20.1,19.5,"2021-12-31"
"2022-01-10","Madagascar","MDG","AFRO",27691018,0.034,"86.1%",1,"High",0.031,0.038,"1.6%","3.5%","constant","2021-09-05","2021-08-29",3,2.8,"2022-01-05"
"2022-01-10","Malawi","MWI","AFRO",19129952,-0.015,"55.8%",0,"Low",-0.018,-0.012,,,,,,7.8,3.8,"2022-01-05"
"2022-01-10","Mali","MLI","AFRO",20250833,0.085,"160.0%",3,"Very High",0.08,0.09,"19.9%","11.8%","increasing","2022-01-09","2022-01-02",4.4,2.6,"2022-01-05"
"2022-01-10","Mauritania","MRT","AFRO",4649658,0.247,"204.9%",0,"Very High",0.241,0.253,"8.5%","3.1%","increasing","2022-01-02","2021-12-26",31.2,20.8,"2022-01-06"
"2022-01-10","Mauritius","MUS","AFRO",1271768,0.052,"5.9%",1,"Low",0.045,0.059,"73.8%","37.6%","increasing","2021-11-07","2021-10-31",74.8,71.9,"2022-01-06"
"2022-01-10","Mayotte","MYT","AFRO",272815,0.101,"95.4%",1,"Very High",0.095,0.107,,,,,,,,
"2022-01-10","Mozambique","MOZ","AFRO",31255435,0.057,"65.8%",0,"High",0.056,0.059,,,,,,28.8,20.8,"2022-01-06"
"2022-01-10","Namibia","NAM","AFRO",2540905,-0.054,"27.4%",0,"Minimal",-0.056,-0.051,"33.6%","39.0%","decreasing","2022-01-02","2021-12-26",16,13.5,"2022-01-06"
"2022-01-10","Niger","NER","AFRO",24206644,0.173,"64.6%",1,"High",0.157,0.188,"12.8%","2.1%","increasing","2022-01-02","2021-12-26",2.1,1.9,"2021-11-28"
"2022-01-10","Nigeria","NGA","AFRO",206139589,-0.06,"35.8%",0,"Minimal",-0.062,-0.058,,,,,,5.2,2.2,"2022-01-06"
"2022-01-10","Réunion","REU","AFRO",895312,0.028,"99.9%",1,"High",0.026,0.031,,,,,,,,
"2022-01-10","Rwanda","RWA","AFRO",12952218,0.054,"79.0%",0,"High",0.052,0.057,"6.3%","6.1%","constant","2022-01-09","2022-01-02",59.6,42.7,"2022-01-06"
"2022-01-10","Saint Helena","SHN","AFRO",6071,,,,,,,,,,,,71.8,58.2,"2021-05-05"
"2022-01-10","Sao Tome and Principe","STP","AFRO",219159,0.308,"246.9%",0,"Very High",0.288,0.328,,,,,,39.4,23.4,"2021-12-13"
"2022-01-10","Senegal","SEN","AFRO",16743927,0.186,"48.0%",0,"High",0.179,0.193,"25.5%","11.1%","increasing","2022-01-09","2022-01-02",8.2,5.9,"2022-01-06"
"2022-01-10","Seychelles","SYC","AFRO",98347,0.177,"102.9%",1,"Very High",0.169,0.184,,,,,,83.7,79.6,"2021-12-28"
