"assessment_date","country","iso3","region","population","growth_rate","relative_incidence","net_increases","epi_classification","growth_rate_lower","growth_rate_upper","tpr_recent","tpr_before","tpr_change","tpr_last_date_recent","tpr_last_date_before","vac_oneplus_dose_per_100","vac_full_per_100","vaccinations_date"
"2022-01-17","Algeria","DZA","AFRO",43851044,0.034,"34.9%",0,"Low",0.03,0.037,,,,,,16.5,13.1,"2022-01-09"
"2022-01-17","Angola","AGO","AFRO",32866272,-0.055,"39.0%",0,"Minimal",-0.058,-0.053,"5.4%","6.8%","constant","2021-11-28","2021-11-21",25.2,13.1,"2022-01-14"
"2022-01-17","Benin","BEN","AFRO",12123200,0.048,"9.0%",1,"Low",0.038,0.058,"0.1%","0.5%","decreasing","2021-12-19","2021-12-12",15,11.7,"2022-01-03"
"2022-01-17","Botswana","BWA","AFRO",2351627,-0.006,"45.0%",0,"Low",-0.008,-0.004,,,,,,49.8,44.2,"2022-01-12"
"2022-01-17","Burkina Faso","BFA","AFRO",20903273,-0.009,"22.2%",0,"Minimal",-0.015,-0.003,"61.2%","53.4%","increasing","2022-01-16","2022-01-09",5.3,3.5,"2022-01-04"
"2022-01-17","Burundi","BDI","AFRO",11890784,-0.076,"20.8%",0,"Minimal",-0.08,-0.073,"4.0%","4.4%","constant","2022-01-16","2022-01-09",0,0,"2021-12-30"
"2022-01-17","Cabo Verde","CPV","AFRO",555987,0.022,"56.0%",0,"Low",0.019,0.025,"27.3%","42.7%","decreasing","2022-01-16","2022-01-09",57.8,48.2,"2022-01-14"
"2022-01-17","Cameroon","CMR","AFRO",26545863,0.007,"0.0%",0,"Minimal",-0.002,0.016,,,,,,3.2,2.5,"2022-01-09"
"2022-01-17","Central African Republic","CAF","AFRO",4829767,0.158,"21.5%",2,"Medium",0.146,0.17,"36.5%","3.6%","increasing","2022-01-09","2022-01-02",11.5,7.2,"2022-01-12"
"2022-01-17","Chad","TCD","AFRO",16425864,-0.002,"62.6%",1,"Low",-0.013,0.009,"0.6%","0.9%","constant","2021-10-17","2021-10-10",1.7,0.6,"2022-01-12"
"2022-01-17","Comoros","COM","AFRO",869601,-0.12,"10.2%",0,"Minimal",-0.128,-0.112,"16.1%","56.7%","decreasing","2022-01-16","2022-01-09",38.6,28.3,"2021-12-31"
"2022-01-17","Congo","COG","AFRO",5518087,-0.023,"63.0%",0,"Minimal",-0.029,-0.017,"23.8%","8.1%","increasing","2022-01-16","2022-01-09",13.3,10.2,"2021-12-15"
"2022-01-17","Côte d'Ivoire","CIV","AFRO",26378274,-0.055,"27.0%",0,"Minimal",-0.057,-0.052,"13.5%","29.3%","decreasing","2022-01-09","2022-01-02",,,"2022-01-08"
"2022-01-17","Democratic Republic of the Congo","COD","AFRO",89561403,-0.055,"28.7%",0,"Minimal",-0.058,-0.052,,,,,,0.3,0.2,"2022-01-13"
"2022-01-17","Equatorial Guinea","GNQ","AFRO",1402985,0.124,"37.2%",0,"Medium",0.115,0.133,,,,,,17.8,14.5,"2022-01-08"
"2022-01-17","Eritrea","ERI","AFRO",3546421,0.088,"98.1%",5,"Very High",0.077,0.099,,,,,,,,
"2022-01-17","Eswatini","SWZ","AFRO",1160164,-0.068,"7.7%",1,"Minimal",-0.074,-0.062,,,,,,29.8,27.2,"2022-01-13"
"2022-01-17","Ethiopia","ETH","AFRO",114963588,-0.044,"43.0%",0,"Minimal",-0.046,-0.043,"40.4%","25.9%","increasing","2022-01-02","2021-12-26",8.1,1.4,"2022-01-15"
"2022-01-17","Gabon","GAB","AFRO",2225734,-0.076,"32.3%",0,"Minimal",-0.08,-0.072,"14.1%","13.9%","constant","2022-01-16","2022-01-09",17.7,7.8,"2021-12-15"
"2022-01-17","Gambia","GMB","AFRO",2416668,0.109,"81.0%",2,"Very High",0.099,0.118,"5.0%","2.0%","increasing","2022-01-02","2021-12-26",10.9,10.3,"2021-12-28"
"2022-01-17","Ghana","GHA","AFRO",31072940,-0.072,"43.9%",0,"Minimal",-0.075,-0.07,,,,,,21.5,9.4,"2022-01-12"
"2022-01-17","Guinea","GIN","AFRO",13132795,-0.015,"50.9%",0,"Low",-0.02,-0.01,"38.1%","19.1%","increasing","2022-01-16","2022-01-09",18.8,9.8,"2022-01-11"
"2022-01-17","Guinea-Bissau","GNB","AFRO",1968001,0.144,"58.7%",0,"High",0.127,0.161,"26.6%","27.0%","constant","2022-01-16","2022-01-09",19.9,1.2,"2022-01-12"
"2022-01-17","Kenya","KEN","AFRO",53771296,-0.037,"42.2%",0,"Minimal",-0.039,-0.035,"34.1%","31.5%","increasing","2022-01-02","2021-12-26",13.5,8.6,"2022-01-12"
"2022-01-17","Lesotho","LSO","AFRO",2142249,-0.047,"12.6%",0,"Minimal",-0.052,-0.042,"15.4%","8.8%","increasing","2022-01-16","2022-01-09",30.3,29.9,"2021-12-16"
"2022-01-17","Liberia","LBR","AFRO",5057681,-0.055,"24.0%",0,"Minimal",-0.064,-0.045,,,,,,20.1,19.5,"2021-12-31"
"2022-01-17","Madagascar","MDG","AFRO",27691018,-0.026,"33.6%",0,"Minimal",-0.029,-0.022,"1.6%","3.5%","constant","2021-09-05","2021-08-29",3,2.8,"2022-01-05"
"2022-01-17","Malawi","MWI","AFRO",19129952,-0.027,"40.1%",0,"Minimal",-0.03,-0.024,,,,,,7.8,4,"2022-01-16"
"2022-01-17","Mali","MLI","AFRO",20250833,0.063,"146.1%",1,"Very High",0.059,0.067,"29.5%","11.9%","increasing","2022-01-16","2022-01-09",4.7,2.7,"2022-01-07"
"2022-01-17","Mauritania","MRT","AFRO",4649658,0.096,"90.5%",0,"Very High",0.093,0.099,,,,,,31.2,20.8,"2022-01-06"
"2022-01-17","Mauritius","MUS","AFRO",1271768,-0.048,"5.4%",0,"Minimal",-0.055,-0.042,"73.8%","37.6%","increasing","2021-11-07","2021-10-31",75,72,"2022-01-12"
"2022-01-17","Mayotte","MYT","AFRO",272815,0.076,"287.1%",3,"Very High",0.073,0.079,,,,,,,,
"2022-01-17","Mozambique","MOZ","AFRO",31255435,-0.044,"30.7%",0,"Minimal",-0.045,-0.042,,,,,,31.7,24.9,"2022-01-12"
"2022-01-17","Namibia","NAM","AFRO",2540905,-0.051,"18.9%",0,"Minimal",-0.054,-0.048,"23.1%","33.6%","decreasing","2022-01-09","2022-01-02",16.2,13.7,"2022-01-12"
"2022-01-17","Niger","NER","AFRO",24206644,0.058,"50.0%",0,"Medium",0.048,0.068,,,,,,5.9,4.2,"2022-01-10"
"2022-01-17","Nigeria","NGA","AFRO",206139589,-0.058,"20.9%",0,"Minimal",-0.061,-0.055,,,,,,6,2.4,"2022-01-14"
"2022-01-17","Réunion","REU","AFRO",895312,0.045,"173.6%",1,"High",0.043,0.047,,,,,,,,
"2022-01-17","Rwanda","RWA","AFRO",12952218,-0.034,"45.3%",0,"Minimal",-0.036,-0.032,"3.9%","5.4%","decreasing","2022-01-16","2022-01-09",60.3,43.9,"2022-01-12"
"2022-01-17","Saint Helena","SHN","AFRO",6071,,,,,,,,,,,,71.8,58.2,"2021-05-05"
"2022-01-17","Sao Tome and Principe","STP","AFRO",219159,0.09,"91.3%",0,"Very High",0.081,0.098,,,,,,39.4,23.4,"2021-12-13"
"2022-01-17","Senegal","SEN","AFRO",16743927,0.078,"53.2%",0,"High",0.074,0.082,"43.0%","21.3%","increasing","2022-01-16","2022-01-09",8.2,5.9,"2022-01-06"
"2022-01-17","Seychelles","SYC","AFRO",98347,0.116,"171.0%",0,"Very High",0.112,0.12,,,,,,83.7,79.6,"2021-12-28"
"2022-01-17","Sierra Leone","SLE","AFRO",7976983,-0.112,"0.0%",0,"Minimal",-0.126,-0.098,"47.7%","5.8%","increasing","2022-01-02","2021-12-26",9.4,4.8,"2022-01-11"
"2022-01-17","South Africa","ZAF","AFRO",59308690,-0.02,"21.4%",0,"Minimal",-0.021,-0.02,"26.4%","31.3%","decreasing","2022-01-02","2021-12-26",32.8,27.7,"2022-01-16"
"2022-01-17","South Sudan","SSD","AFRO",11193725,-0.05,"20.6%",0,"Minimal",-0.058,-0.042,"48.5%","17.2%","increasing","2022-01-02","2021-12-26",2.2,1.8,"2022-01-09"
"2022-01-17","Togo","TGO","AFRO",8278724,-0.019,"46.6%",0,"Minimal",-0.023,-0.015,"17.7%","28.0%","decreasing","2022-01-16","2022-01-09",16.9,12.6,"2022-01-07"
"2022-01-17","Uganda","UGA","AFRO",45741007,-0.049,"20.5%",0,"Minimal",-0.051,-0.047,"18.5%","22.4%","decreasing","2022-01-09","2022-01-02",22.8,4,"2022-01-10"
"2022-01-17","United Republic of Tanzania","TZA","AFRO",59734218,-0.091,"3.4%",0,"Minimal",-0.096,-0.086,,,,,,3.5,2.3,"2021-12-28"
"2022-01-17","Western Sahara","ESH","AFRO",597339,,,,,,,,,,,,,,
"2022-01-17","Zambia","ZMB","AFRO",18383955,-0.024,"46.3%",0,"Minimal",-0.025,-0.022,"29.4%","31.8%","decreasing","2022-01-09","2022-01-02",,7.8,"2022-01-13"
"2022-01-17","Zimbabwe","ZWE","AFRO",14862924,-0.054,"12.2%",0,"Minimal",-0.056,-0.052,"24.4%","17.9%","increasing","2022-01-16","2022-01-09",28.3,21.7,"2022-01-16"
"2022-01-17","Afghanistan","AFG","EMRO",38928346,0.033,"2.3%",0,"Low",0.021,0.045,,,,,,11.3,9.8,"2022-01-13"
"2022-01-17","Bahrain","BHR","EMRO",1701575,0.1,"69.8%",0,"High",0.098,0.102,"1.3%","0.3%","increasing","2021-12-05","2021-11-28",71.1,69.8,"2022-01-16"
"2022-01-17","Djibouti","DJI","EMRO",988000,0.11,"56.7%",0,"High",0.1,0.12,,,,,,11,10,"2022-01-12"
"2022-01-17","Egypt","EGY","EMRO",102334404,0.013,"62.9%",7,"Medium",0.011,0.016,,,,,,35.1,23,"2022-01-08"
"2022-01-17","Iran (Islamic Republic of)","IRN","EMRO",83992949,0.004,"5.1%",7,"Low",0.002,0.006,"3.5%","1.9%","increasing","2022-01-16","2022-01-09",71.8,63.3,"2022-01-16"
"2022-01-17","Iraq","IRQ","EMRO",40222493,0.175,"16.5%",7,"High",0.172,0.178,"36.8%","7.0%","increasing","2022-01-09","2022-01-02",21.9,14.9,"2022-01-12"
"2022-01-17","Jordan","JOR","EMRO",10203134,0.03,"34.3%",7,"Medium",0.029,0.032,"44.4%","29.9%","increasing","2021-12-26","2021-12-19",42.5,38.6,"2021-12-28"
"2022-01-17","Kuwait","KWT","EMRO",4270571,0.142,"226.6%",0,"Very High",0.14,0.144,"6.7%","2.0%","increasing","2022-01-09","2022-01-02",78.4,75.7,"2022-01-13"
"2022-01-17","Lebanon","LBN","EMRO",6825445,0.061,"118.7%",0,"Very High",0.06,0.062,,,,,,35.2,28.1,"2022-01-16"
"2022-01-17","Libya","LBY","EMRO",6871292,-0.024,"17.9%",0,"Minimal",-0.027,-0.021,"14.7%","13.6%","increasing","2021-12-26","2021-12-19",28.3,13.5,"2022-01-12"
"2022-01-17","Morocco","MAR","EMRO",36910560,0.107,"67.4%",0,"High",0.106,0.108,"19.5%","9.5%","increasing","2022-01-09","2022-01-02",66.9,62.6,"2022-01-12"
"2022-01-17","occupied Palestinian territory","PSE","EMRO",5101414,0.021,"17.2%",4,"Low",0.017,0.024,"5.3%","5.7%","constant","2022-01-09","2022-01-02",40.5,29.7,"2021-12-27"
"2022-01-17","Oman","OMN","EMRO",5106626,0.126,"28.1%",0,"Medium",0.121,0.131,,,,,,61.1,56.8,"2021-12-26"
"2022-01-17","Pakistan","PAK","EMRO",220892340,0.14,"42.9%",3,"Very High",0.138,0.142,"7.2%","2.0%","increasing","2022-01-16","2022-01-09",45.9,34.7,"2022-01-14"
"2022-01-17","Qatar","QAT","EMRO",2881053,0.12,"181.1%",0,"Very High",0.118,0.122,"1.6%","1.3%","constant","2021-10-24","2021-10-17",,,"2022-01-16"
"2022-01-17","Saudi Arabia","SAU","EMRO",34813871,0.12,"112.1%",2,"Very High",0.119,0.122,"2.0%","0.8%","increasing","2022-01-09","2022-01-02",72.4,67.4,"2022-01-16"
"2022-01-17","Somalia","SOM","EMRO",15893222,-0,"0.0%",0,"Minimal",-0.012,0.012,,,,,,7.6,5.1,"2021-12-26"
"2022-01-17","Sudan","SDN","EMRO",43849260,0.118,"168.8%",0,"Very High",0.113,0.123,,,,,,9.2,2.8,"2021-12-15"
"2022-01-17","Syrian Arab Republic","SYR","EMRO",17500658,-0.019,"7.5%",3,"Low",-0.032,-0.006,,,,,,13,5,"2022-01-03"
"2022-01-17","Tunisia","TUN","EMRO",11818619,0.164,"71.4%",0,"High",0.162,0.165,,,,,,59.6,51.8,"2022-01-16"
"2022-01-17","United Arab Emirates","ARE","EMRO",9890402,0.019,"73.5%",0,"Low",0.018,0.021,"0.6%","0.5%","increasing","2022-01-09","2022-01-02",100,92.9,"2022-01-14"
"2022-01-17","Yemen","YEM","EMRO",29825964,0.144,"18.3%",1,"Medium",0.117,0.173,,,,,,1.9,1.2,"2021-12-02"
"2022-01-17","Albania","ALB","EURO",2877800,0.102,"160.0%",0,"Very High",0.099,0.104,,,,,,41.1,37.1,"2022-01-11"
"2022-01-17","Andorra","AND","EURO",77265,0.023,"105.9%",0,"High",0.02,0.027,,,,,,73.9,66.5,"2021-12-26"
"2022-01-17","Armenia","ARM","EURO",2963234,0.086,"12.0%",7,"High",0.08,0.093,"3.9%","1.3%","increasing","2022-01-09","2022-01-02",32.2,25,"2022-01-09"
"2022-01-17","Austria","AUT","EURO",8901064,0.113,"103.3%",1,"Very High",0.113,0.114,"1.8%","1.1%","increasing","2022-01-09","2022-01-09",75.2,74.7,"2022-01-16"
"2022-01-17","Azerbaijan","AZE","EURO",10139175,0.026,"14.5%",2,"Low",0.023,0.029,,,,,,51.3,46.5,"2022-01-16"
"2022-01-17","Belarus","BLR","EURO",9449321,0.004,"45.8%",0,"Low",0.002,0.006,"6.4%","6.6%","constant","2022-01-09","2022-01-02",52.8,39.4,"2022-01-09"
"2022-01-17","Belgium","BEL","EURO",11522440,0.018,"83.7%",0,"High",0.017,0.018,"25.3%","25.3%","constant","2022-01-09","2022-01-09",78.1,76.7,"2022-01-16"
"2022-01-17","Bosnia and Herzegovina","BIH","EURO",3280815,0.094,"126.4%",0,"Very High",0.092,0.096,"27.3%","24.8%","increasing","2022-01-02","2021-12-26",,,
"2022-01-17","Bulgaria","BGR","EURO",6951482,0.068,"118.1%",0,"Very High",0.067,0.069,"13.0%","8.5%","increasing","2022-01-09","2022-01-02",,28.2,"2022-01-16"
"2022-01-17","Croatia","HRV","EURO",4058165,0.062,"138.1%",0,"Very High",0.061,0.063,"17.2%","14.4%","increasing","2022-01-09","2022-01-02",56.2,53.8,"2022-01-15"
"2022-01-17","Cyprus","CYP","EURO",888005,0.011,"69.6%",0,"Low",0.01,0.012,"3.5%","5.4%","decreasing","2022-01-09","2022-01-09",73.7,69.9,"2022-01-15"
"2022-01-17","Czechia","CZE","EURO",10693939,0.045,"51.6%",2,"Medium",0.044,0.046,"8.7%","8.8%","constant","2022-01-09","2022-01-09",64.4,62.9,"2022-01-16"
"2022-01-17","Denmark","DNK","EURO",5822763,0.022,"125.2%",0,"High",0.021,0.022,"9.7%","4.3%","increasing","2022-01-09","2022-01-09",83,80.3,"2022-01-13"
"2022-01-17","Estonia","EST","EURO",1328976,0.06,"114.6%",0,"Very High",0.058,0.062,"16.7%","16.8%","constant","2022-01-09","2022-01-09",63.9,62,"2022-01-16"
"2022-01-17","Faroe Islands","FRO","EURO",48865,0.066,"150.0%",0,"Very High",0.061,0.071,,,,,,85,83.4,"2022-01-13"
"2022-01-17","Finland","FIN","EURO",5525292,-0.021,"61.4%",0,"Minimal",-0.022,-0.02,"30.1%","30.7%","decreasing","2022-01-09","2022-01-09",,,"2022-01-15"
"2022-01-17","France","FRA","EURO",65039359,0.054,"126.1%",0,"Very High",0.054,0.055,"18.5%","16.2%","increasing","2022-01-09","2022-01-02",82,77.8,"2022-01-13"
"2022-01-17","Georgia","GEO","EURO",3989175,0.067,"101.8%",4,"Very High",0.066,0.069,"9.2%","6.9%","increasing","2022-01-09","2022-01-02",35.6,29.9,"2022-01-16"
"2022-01-17","Germany","DEU","EURO",83166711,0.059,"112.0%",2,"Very High",0.059,0.06,"26.8%","20.9%","increasing","2022-01-09","2022-01-02",75.1,72.7,"2022-01-16"
"2022-01-17","Gibraltar","GIB","EURO",33691,0.02,"89.7%",0,"High",0.013,0.027,,,,,,122.4,119.2,"2022-01-15"
"2022-01-17","Greece","GRC","EURO",10718565,0.004,"63.5%",0,"Low",0.004,0.005,"9.7%","5.9%","increasing","2022-01-09","2022-01-09",71.1,66.9,"2022-01-16"
"2022-01-17","Greenland","GRL","EURO",56772,0.116,"179.1%",0,"Very High",0.111,0.12,,,,,,71.3,67.1,"2022-01-04"
"2022-01-17","Guernsey","GGY","EURO",64468,-0.055,"29.3%",0,"Minimal",-0.06,-0.049,,,,,,84,79.7,"2022-01-11"
"2022-01-17","Holy See","VAT","EURO",809,,,,,,,,,,,,,,
"2022-01-17","Hungary","HUN","EURO",9769526,0.024,"62.0%",0,"Medium",0.023,0.025,"22.9%","17.1%","increasing","2022-01-09","2022-01-09",,,
"2022-01-17","Iceland","ISL","EURO",364134,0.007,"100.1%",0,"High",0.005,0.01,"13.5%","14.2%","decreasing","2022-01-09","2022-01-02",82.1,78.3,"2022-01-13"
"2022-01-17","Ireland","IRL","EURO",4964440,0.02,"93.9%",0,"High",0.02,0.021,"48.1%","47.1%","increasing","2022-01-09","2022-01-09",80.1,77.6,"2022-01-15"
